,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Class
2360,5.29,26.43,4.4,1.32,1.76,1.06,1.17,0.42,1.35,0.69,1
2362,2.94,13.9,3.71,1.16,1.08,0.64,0.49,0.23,0.42,0.22,1
2363,13.5,45,7.25,7,6,4.24,1.88,1.5,2.15,3.91,0
2364,12,47.5,8.75,3.5,5,4.25,2.15,1.67,0.84,2.48,0
2365,8.31,36.35,8.52,3.06,3.12,2.29,2.09,1.74,0.92,2.32,0
2366,19.99,50,12.5,6.5,8,5.83,2.9,1.61,1.06,3.03,0
2367,5.3,18.54,3.71,1.59,1.59,1.01,1.26,0.9,0.85,0.86,0
2368,12.83,63,6,5,4,3.72,1.25,1,0.87,2.79,0
2369,7.53,20.77,7.79,2.6,2.6,2.34,2.23,1.92,0.92,1.77,0
2370,12.01,48.05,7.21,3.6,4.26,3.02,1.26,1.05,1.05,1.14,0
2371,14.02,31.16,8.83,4.41,3.12,2.6,2.77,2.08,0.95,1.11,0
2372,1.11,11.1,3.33,2.33,2.66,1.33,0.47,0.21,1.08,0.67,0
2373,11.17,44.67,8.93,5.58,5.96,3.67,1.99,1.78,1.43,2.36,0
2375,10.39,46.74,7.79,3.53,3.84,2.83,2.23,1.64,0.97,1.74,0
2376,20,65,6,4.5,5,4.14,2.75,1.46,1,2.99,0
2377,3.23,21.81,4.04,1.2,1.2,2.42,0.81,0.55,2.86,1.94,0
2378,14.02,44.14,8.31,3.64,3.64,2.96,2.68,2.43,1.01,2.42,1
2379,9.43,55.53,8.25,2,4.86,3.12,1.12,1.12,1.61,2.2,0
2380,0.62,10.81,1.54,0.62,1.24,0.67,0.29,0.14,0.34,0.08,0
2381,10.39,51.93,8.31,1.88,3.54,2.32,1.98,2.08,0.93,1.44,0
2382,13.5,62.32,8.83,5.19,4.15,1.59,2.73,1.49,1.44,2.02,1
2383,8.19,40.94,11.46,4.91,9.01,2.95,0.98,0.49,1.8,0.74,0
2384,15.08,80.43,12.06,9.05,9.05,3.92,3.07,2.71,1.84,2.76,1
2385,5.5,28,4.5,2,2,1.83,0.93,0.73,0.84,1.25,0
2387,15,80,7.25,3,3,3.25,1.9,1.44,0.91,1.65,0
2388,12,65,8.5,4,6,4,2.17,1.72,0.98,2.55,0
2389,3.52,22.02,2.55,1.32,1.76,0.9,1.17,0.59,0.9,0.55,0
2391,10.39,46.74,7.79,3.9,3.64,2.67,2.6,2.25,0.88,1.44,0
2392,7.27,62.32,8.31,3.12,3.12,2.67,2.01,2.6,1.02,1.44,1
2393,11.43,33.76,5.19,2.8,3.12,1.66,2.08,1.21,0.83,0.83,0
2394,8.31,36.35,7.27,2.86,2.08,1.36,1.38,1.11,0.65,1.27,1
2395,15.58,51.93,7.27,5.19,3.12,2.86,2.42,1.56,0.93,1.07,0
2396,18.02,57.06,8.41,4.66,4.8,3.45,2.31,1.33,1.31,1.66,1
2397,15.58,51.93,8.31,3.64,3.12,1.37,2.21,1.04,1.04,1.82,0
2398,3.73,11.18,4.66,1.49,2.8,1.86,0.93,0.37,1.16,0.93,0
2399,4.91,49.13,5.32,3.28,4.09,2.46,1.06,0.82,1.15,0.85,0
2400,15,70,9,5,5,4.57,2.21,1.77,1.12,3.25,0
2401,10.39,51.93,7.27,3.64,3.64,2.91,2.34,2.29,0.97,1.07,0
2402,20,65,9,5,6,4.53,2.26,1.71,0.96,3.3,1
2403,4.24,23.31,5.3,1.46,1.59,1.21,1.32,0.79,0.81,0.72,1
2404,15.58,51.93,11.43,4.67,4.15,3.38,2.7,2.34,0.79,1.64,0
2405,23.25,105.68,15.85,6.87,5.18,5.48,4.32,3.43,1.88,3.9,1
2406,11.46,32.75,6.14,3.28,1.97,2.13,1.23,0.98,1.37,0.76,0
2407,5.32,11.94,2.4,0.93,1.22,1.34,0.76,0.5,0.76,0.61,0
2409,20.77,72.71,10.39,5.19,4.41,3.05,2.73,2.03,1.06,1.96,0
2410,2,18,5.5,7,17.5,1.25,0.68,0.54,1.58,0.91,0
2411,0.93,24.72,1.7,0.77,1.21,0.37,0.31,0.18,0.42,0.08,0
2412,6.66,20.55,4.78,2,1.78,2.22,1.11,0.67,0.7,0.67,0
2413,18.02,69.07,7.21,4.2,4.8,3.34,1.64,1.01,1.17,1.45,1
2414,10,60,7.5,4,5.5,4,2.25,1.38,0.76,2.08,0
2416,2.1,17.9,6.5,1.25,2.1,3.25,0.7,0.5,2.65,2.25,0
2420,13.07,100.54,14.07,9.05,8.55,4.1,3.27,3.49,1.95,2.12,0
2421,2.91,24.63,4.04,4.81,3.2,2.42,0.81,0.65,2.42,1.29,0
2422,4.22,22.22,4.78,1.78,1.78,1.78,0.89,0.44,0.66,0.96,0
2423,27.5,90,10,6,6,4.69,2.5,1.84,0.94,5.02,1
2424,2.92,27.4,2.65,1.24,2.21,2.12,0.93,0.51,1.53,1.15,0
2425,2.05,10.25,3.07,1.79,3.59,1.28,0.64,0.26,1.19,1.8,0
2426,5.11,21.73,4.85,1.15,0.77,0.89,0.96,0.77,0.68,0.6,0
2427,10.39,46.74,8.83,6.23,5.19,2.08,2.42,0.97,1.11,1.38,0
2428,12.88,30.74,4.98,2.05,2.93,1.65,0.95,0.78,1.04,0.94,0
2429,0.93,12.36,1.7,0.77,1.21,0.51,0.4,0.18,0.42,0.08,0
2430,7.4,26.41,4.54,0.85,1.58,1.13,0.85,0.56,1.06,1.01,0
2432,18.02,78.08,6.01,5.71,6.01,3.7,1.62,1.32,1.17,1.3,0
2434,3.22,13.41,3.76,1.56,1.88,1.29,0.52,0.14,0.74,0.52,1
2435,15,60,9.5,6,6,5.15,3.17,1.65,1.2,3.67,0
2436,18.62,66.06,7.21,6.01,4.8,3.42,1.88,1.4,1.1,1.19,0
2437,17.87,59.56,6.7,4.84,5.21,3.72,1.65,1.42,2.4,2.65,1
2438,4.07,16.29,3.67,0.61,1.22,0.61,0.25,0.15,0.76,0.45,0
2439,7.59,20.16,4.03,1.66,2.85,1.19,0.95,0.47,1.19,1.19,0
2440,12.01,60.06,7.21,4.08,4.35,3.02,1.32,0.84,1.03,1.11,0
2441,6.23,29.08,5.71,3.12,3.12,2.42,1.43,1.04,0.93,1.03,0
2442,2.15,6.97,2.95,1.34,1.61,1.01,0.34,0.11,0.53,0.24,0
2443,3.55,13.33,6.11,1.78,2.78,2.3,1.78,1.08,0.53,0.69,0
2446,2.12,12.82,3.32,0.88,1.46,2.18,0.44,0.27,1.5,1.12,0
2447,16.62,67.52,10.39,4.15,3.12,3.05,2.26,1.51,1,0.77,0
2448,17.5,67.06,6.82,6.04,6.71,3.02,2.01,1.34,0.89,1.34,0
2449,25,55,12,4,6,7,2.5,1.5,1.21,3.25,0
2450,23.3,72.83,13.69,9.18,8.16,3.9,2.62,1.97,1.73,2.09,1
2451,13.5,52.5,6.5,3,4,4.94,1.5,1.7,0.88,2.94,0
2452,15,50.3,8.7,3.99,3.75,3.51,1.75,1.41,0.93,2.46,0
2453,5.75,24.9,5.75,1.92,3.19,2.35,1.09,0.85,1.35,1.41,0
2454,12,40,10,5,7,4.83,2.5,1.67,1.19,3.31,0
2455,1.85,16.22,2.63,1.39,1.31,0.69,0.44,0.2,0.4,0.15,1
2458,8.39,20.5,5.59,1.49,2.8,1.49,0.75,0.56,1.16,1.86,0
2460,7.57,9.47,3,0.87,1.16,1.03,0.49,0.32,0.89,0.49,0
2461,2,12.62,5.91,1.02,1.71,2.02,0.35,0.21,1.07,1.39,0
2462,2.39,15.33,2.21,1.24,2.12,2.12,0.88,0.53,1.71,1.56,0
2464,14.02,51.93,8.57,5.19,4.67,1.58,2.6,1.04,1.17,1.52,0
2465,2.55,8.05,2.41,1.34,2.28,1.15,0.46,0.15,0.64,0.31,0
2466,13.03,61.42,8.93,5.21,5.58,2.93,1.48,1.15,1.62,2.49,0
2467,10.39,51.93,8.31,4.15,3.12,2.8,2.6,2.6,0.84,1.74,0
2469,10.39,62.32,7.22,3.64,3.64,2.94,2.74,2.16,1.04,1.84,0
2470,12.46,51.93,8.31,2.6,3.12,1.97,1.73,1.39,0.92,1.07,1
2471,2.74,17.68,2.65,2.65,2.21,2.65,0.96,0.88,1.53,0.97,0
2472,2.55,8.05,2.95,1.66,1.48,1.18,0.46,0.14,0.57,0.31,0
2473,8.19,36.03,5.73,2.46,3.28,2.01,1.38,0.49,1.26,0.68,0
2474,10,34,8,10,4.25,3.66,2,1.38,0.79,3.31,0
2475,3.79,8.12,2.92,0.72,1.08,0.68,0.51,0.27,0.54,0.51,0
2476,13.81,60.06,7.21,5.11,4.8,3.6,2.02,1.54,1.08,1.11,1
2477,10.39,51.93,10.39,5.19,4.67,3.2,2.39,1.48,1.06,2.02,1
2478,15.53,59.03,7.3,4.82,3.73,2.69,2.49,1.45,1.74,1.86,0
2479,12.5,100,8.25,3.5,7,4.32,2.5,2.09,1.01,3.49,0
2480,36.04,78.08,7.21,3,3.9,3.32,1.58,1.2,0.92,1.23,1
2481,16.62,124.64,9.61,5.71,5.71,3.12,3.12,1.82,0.98,1.32,0
2482,1.56,36.39,2.86,0.78,0.94,0.83,0.59,0.42,0.52,0.26,0
2483,14.41,60.06,6.01,3.6,4.17,3.53,1.18,0.89,1.15,1.23,0
2484,8.31,36.35,6.49,2.6,3.12,2.29,2.26,1.74,0.88,1.82,0
2485,2.04,12.25,6.12,2.04,2.04,1.91,0.44,0.44,0.54,0.46,0
2488,2.95,8.05,2.95,1.88,1.74,1.18,0.46,0.14,0.71,0.31,1
2489,18.7,72.71,8.31,5.19,4.15,1.56,2.7,1.04,1.26,2.4,0
2491,10.39,83.1,8.31,3.64,3.95,2.99,2.56,2.42,1.07,1.17,0
2492,6.34,33.81,5.28,1.9,2.54,2.01,1.38,1.31,1.18,0.8,0
2493,6.03,37.7,4.71,2.64,4.15,3.52,1.38,0.73,1.96,1.88,0
2496,15.58,83.1,8.98,4.52,4.15,3.23,2.7,2.33,0.95,1.67,1
2500,8.31,41.55,7.27,1.87,5.19,2.34,1.04,0.52,1.14,0.93,0
2501,12.46,51.93,8.31,4,3.38,2.96,2.6,2.21,1.14,4.33,1
2502,2.45,9.2,2.25,0.41,0.61,0.37,0.44,0.24,0.72,0.1,0
2503,12.43,68.87,7.54,4.84,5.96,3.47,1.71,1.24,1.59,1.49,0
2505,22.78,65,10,7,6.5,5.33,1.75,1.35,0.79,2.64,0
2506,13.75,60,8,7,6,4,1.94,1.16,0.88,2.61,0
2507,3.26,38.15,5.58,3.26,4.65,1.63,0.87,0.43,0.68,0.44,0
2508,2.6,38.96,6.49,5.19,10.39,3.12,0.65,0.26,1.04,0.78,0
2510,7.95,45.43,12.78,3.41,5.11,2.84,1.42,0.85,2.27,1.7,0
2511,8.5,25.49,5.58,2.12,2.02,1.86,1.67,0.9,1.12,0.58,0
2513,15.58,62.32,8.83,5.19,4.93,1.4,2.56,0.98,1.27,2.06,1
2514,18.18,72.71,9.61,5.19,7.27,1.7,3.29,1.84,0.95,1.33,0
2515,12.46,51.93,8.31,3.12,3.69,2.66,2.09,1.78,0.92,2.32,0
2516,12,45,7,4.38,5.25,3.5,2,0.99,0.94,2.65,0
2517,2.41,10.73,3.03,1.42,1.34,1.07,0.4,0.17,0.57,0.3,0
2518,10,39.56,4,1.58,2.37,1.48,0.69,0.76,0.86,0.53,0
2519,15,60,10,4,6,3.83,1.88,1.51,1.1,2.48,0
2521,13.5,85,6.25,5,5,4,2,1.5,0.74,1.2,0
2522,13.5,72.5,8.87,6,7.5,4.32,1.67,1.78,0.97,2.36,0
2524,15,51,7,4.5,5.25,4.95,2.25,1.33,0.73,2.65,0
2525,5.59,18.63,5.22,1.68,2.8,1.77,1.86,0.56,0.7,1.16,0
2526,19,75,6.88,4.43,6,5,2.5,1.75,0.68,2.43,0
2527,17,67.5,8.5,5.75,6,4.5,2.22,1.9,0.95,2.88,0
2528,14.89,53.98,8.84,3.72,5.21,3.41,1.49,1.46,1.54,2.25,1
2530,24,95,8.83,6,7,4.66,1.78,1.75,1.26,4.3,0
2531,2.65,14.14,3.27,1.02,2.65,1.5,0.4,0.22,1.81,1.23,0
2532,20.19,75.55,7.46,5.9,6.04,3.02,2.28,1.66,1.73,1.74,1
2533,6.23,24.93,6.18,1.82,1.56,1.22,1.29,0.97,0.54,0.96,0
2534,5.93,18.2,4.63,1.19,2.57,1.38,0.59,0.4,0.57,0.69,0
2535,14.89,50.26,7.45,4.09,3.91,3.11,1.92,1.18,2.74,2.77,1
2537,8.31,35.84,6.23,2.7,2.8,1.74,2.06,1.23,1.01,1.03,1
2538,1.9,5.42,2.71,0.83,0.81,1.27,0.68,0.16,1.09,0.34,0
2539,5.81,21.13,4.73,1.27,1.63,1.62,0.81,0.55,1.05,0.85,0
2541,11,50,8.5,4.25,6,5.42,2.09,1.31,1.05,3.08,0
2542,16.22,87.09,7.81,5.77,5.89,3.72,1.97,1.42,1.14,1.31,1
2543,12,56,8,6,8,6.83,1.67,1.16,0.96,2.61,0
2544,10.39,33.76,7.79,2.34,2.86,1.54,1.95,1.21,0.68,1.12,0
2545,16.75,101.96,14.57,8.16,8.16,3.5,2.82,2.52,1.79,2.77,1
2546,2.29,9.18,7.27,2.37,3.06,1.15,0.44,0.18,0.66,0.33,0
2547,5.19,48.63,6.16,2.92,3.89,3.89,1.3,0.97,2.01,2.12,0
2548,2.79,11.17,4.89,2.33,2.33,1.4,0.37,0.29,0.56,0.73,0
2549,1.43,12.71,2.54,3.18,2.7,1.11,0.64,0.25,0.95,0.76,0
2550,7.67,48.58,4.6,1.28,2.3,1.76,1.03,1.07,0.71,1.18,1
2551,5.04,33.52,5.75,1.92,3.19,2.31,1.09,0.78,1.6,1.97,0
2552,18.02,63.06,7.21,5.29,6.01,3.3,1.68,1.64,1.08,1.24,0
2554,1.54,12.36,3.09,0.77,0.93,0.57,0.44,0.16,0.49,0.15,0
2557,10.39,62.32,6.65,4.15,4.15,3.07,1.8,1.36,0.89,0.98,1
2558,12.5,50,8.5,3,5,4.76,1.75,1.83,0.9,2.52,0
2559,1.85,9.27,2.78,1.08,1.08,0.62,0.49,0.15,0.42,0.08,0
2560,5.28,12.68,3.17,1.37,1.06,0.42,1.06,0.85,1.26,0.95,0
2561,5,25.01,5,1.5,2,2,0.88,0.45,1.37,0.65,0
2562,9.12,37.81,6.53,7.15,6.96,5,1.67,1.71,2.69,1.62,1
2563,5.49,25.35,4.86,1.48,1.96,1.31,1.19,0.95,0.93,0.86,1
2564,15.06,62.32,10.39,4.41,4.15,2.91,2.6,2.35,1.03,2.02,0
2565,3.07,25.85,4.81,1.58,1.78,2.5,0.92,0.69,2.91,1.48,0
2566,27.03,60.06,7.21,4.05,4.8,3.6,2.12,1.76,1.08,0.76,0
2567,21.02,60.06,6.36,4.2,3.6,3,2.2,1.28,1.2,0.92,0
2568,24.56,81.88,4.09,1.97,4.09,2.46,1.17,0.79,1.45,1.12,0
2569,18.02,81.08,7.81,4.74,4.8,3.69,2.01,1.5,1.2,1.66,1
2570,7.27,27.01,6.23,4.15,2.34,1.14,0.83,1.49,1.15,1.24,0
2571,7.27,38.95,8.83,2.44,2.29,1.56,1.8,1.3,0.71,1.04,0
2573,9.53,61.92,8.95,6.57,6.57,3.82,1.8,1.64,1.27,2.22,1
2574,28.23,63.06,8.41,4.2,3.6,2.7,1.62,1.02,0.96,1.2,0
2575,11.43,66.68,8.1,6.19,6.19,3.32,1.73,1.79,1.21,1.7,0
2578,14.02,34.28,7.27,5.71,4.67,2.46,3.12,1.88,0.88,1.3,0
2579,2.75,23.5,5,2,3,2,0.42,0.4,0.85,1.65,0
2580,4.36,21.81,6.23,1.35,1.56,1.65,1.56,1.32,0.71,0.58,1
2581,12.46,46.74,5.71,5.19,5.19,4.09,2.08,0.78,1.38,0.93,0
2582,14.54,83.1,9.09,4.15,4.15,3.58,2.86,2.53,1.04,1.64,0
2583,20,82.5,9.99,7.5,8,5,2.7,2.28,1.12,3.8,0
2584,3.31,17.7,5.31,2.52,1.95,1.44,1.25,0.35,0.52,0.4,0
2585,12.46,51.93,6.75,3.64,4.15,1.11,1.66,1.04,1.04,1.38,0
2586,6.37,31.86,6.37,1.59,2.12,1.59,1.59,1.06,1.03,0.8,0
2587,10.39,41.55,7.27,3.12,4.67,3.05,1.44,0.52,1.29,1.02,1
2588,7.79,25.97,8.3,2.6,3.12,1.8,1.62,1.25,0.81,1.02,0
2589,5.64,18.34,5.99,7.05,7.05,2.12,0.53,0.32,1.47,0.35,0
2590,10.62,21.24,4.25,1.06,1.59,0.53,0.53,0.53,1.08,0.8,0
2591,8.24,41.2,6.87,12.36,13.05,4.49,0.84,0.34,1.93,1.36,0
2592,2.16,9.47,4.4,0.76,0.95,0.41,0.32,0.22,0.76,0.41,0
2594,6.23,34.8,6.39,1.04,1.61,0.91,1.21,0.9,0.67,1.08,0
2595,14.41,72.07,7.21,4.8,5.41,3.81,2.36,1.41,1.36,1.1,0
2596,2.41,10.73,3.17,1.5,2.15,1.35,0.38,0.11,0.71,0.47,1
2597,9.87,41.55,8.31,4.15,3.64,2.34,2.86,1.56,0.83,0.99,0
2598,4.55,20.74,4.15,0.66,0.97,0.97,0.62,0.38,0.66,0.69,0
2601,10.39,25.97,7.27,2.08,1.87,1.6,1.82,1.49,0.76,0.76,0
2602,15.62,55.85,6.91,3,3.6,3.14,2.13,1.17,1.12,1.4,0
2604,17.82,53.47,11.84,3.31,3.82,4.3,2.05,2.04,1.1,2.37,0
2605,15,50,9,5,7,5,2.12,2.21,0.98,2.55,0
2607,3.54,22.12,3.54,1.59,2.04,1.22,1.06,0.62,0.97,0.58,0
2608,16.62,77.9,8.47,5.19,4.67,1.74,2.63,1.44,1.48,1.8,1
2609,7.4,21.13,5.39,1.48,2.11,1.27,1.27,0.63,0.77,0.63,0
2610,10.39,62.32,7.79,6.23,4.67,3.12,2.08,1.8,1,2,0
2612,10.39,33.76,7.79,2.6,2.6,1.56,1.8,0.95,0.76,0.65,0
2613,16,90,9.5,6,8,3.75,2,1.59,1.5,3,0
2615,14.02,59.73,8.52,4.67,3.64,1.97,2.94,1.9,1.11,1.9,0
2616,17.48,64.09,15.15,5.83,7.57,3.69,2.45,2.04,1.91,2.28,0
2617,10.31,73.62,6.63,1.47,2.94,3.02,0.97,0.77,2.04,2.12,0
2618,12.46,90.89,9.35,6.23,7.27,3.77,3.12,2.04,1,2.94,0
2619,5.97,31.83,5.57,9.28,9.28,2.65,0.88,0.53,1.43,0.69,0
2620,3.53,43.38,6.28,1.39,2.02,2.93,1.46,1.07,1.1,3.1,0
2621,6.88,27.51,5.5,2.06,2.48,1.29,1.72,1.31,0.96,0.91,1
2622,4.28,16.05,4.01,0.87,1.14,2.14,0.54,0.27,0.48,1.34,0
2623,26.42,126.81,16.91,7.4,5.81,4.9,3.61,3.5,1.69,3.65,1
2624,3.51,28.09,7.16,2.11,3.65,2.51,0.72,0.41,1.67,1.38,1
2625,2.98,10.82,2.84,0.64,0.89,0.88,0.39,0.26,0.54,0.55,0
2626,16.75,63.95,8.93,4.47,5.21,3.16,1.38,1.18,1.93,2.03,0
2627,2.05,6.85,2.74,0.34,0.55,1.03,0.34,0.17,0.82,0.34,0
2628,6.75,31.16,6.23,1.87,1.97,1.99,1.28,0.92,0.72,1.03,1
2632,1.85,15.45,2.78,1.08,1.54,0.82,0.5,0.25,0.4,0.12,0
2633,1.15,15.3,3.06,1.53,4.59,1.15,0.5,0.15,0.61,0.46,0
2634,6.34,31.69,5.07,1.48,1.9,1.76,1.06,1.02,0.85,0.63,0
2635,12.46,49.86,9.35,5.71,4.67,2.03,2.44,2.08,0.93,1.18,0
2636,13.2,54.05,5.41,3.6,4.32,3.32,1.42,1.27,1.06,1.06,0
2637,5.49,21.13,3.49,1.16,1.27,1.62,0.85,0.85,0.97,0.48,0
2638,13.51,48.05,6.91,4.5,4.8,3.35,1.71,1.22,1.17,1.17,0
2639,6.27,26.55,8.5,1.25,1.7,1.65,1.09,0.87,1.19,0.81,0
2640,17,100,10,6,8,4.67,2,1.43,1.05,4.68,0
2641,14.89,52.12,7.82,4.47,5.21,3.78,1.67,1.19,1.93,2.42,0
2642,3.96,17.62,5.29,1.32,1.32,1.32,1.06,0.66,1.12,0.62,0
2644,28.83,69.67,9.61,5.41,5.71,3.21,1.55,1.14,1.22,1.09,0
2645,11.43,62.32,8.83,4.67,3.12,3.12,2.77,2.08,1.07,1.95,0
2646,20,82,9.5,6,7.5,4.39,3.2,2.1,0.88,2.75,0
2647,5.19,25.97,6.23,2.08,2.08,2.13,1.43,0.99,0.99,0.93,0
2648,14.02,80.5,9.35,5.71,5.19,3.76,1.55,1.35,1.41,1.59,1
2649,18.02,51.05,7.21,3.6,3.6,3.22,1.16,1,1.02,0.79,0
2651,20,70,9,5,6,4.57,2.21,1.69,1.12,3.26,0
2652,12,60,8,4.5,6,4.84,2.16,1.8,0.84,2.12,0
2653,8.31,31.16,6.23,1.3,1.25,1.3,1.23,0.76,0.64,1.11,0
2655,5.49,21.13,3.49,1.16,1.27,1.62,0.85,0.85,0.97,0.48,0
2656,10.39,51.93,7.79,3.38,2.08,1.69,1.38,0.87,0.85,1.45,0
2657,12,57.5,4.78,3.5,3.5,6.53,1.75,1.62,0.97,3.08,0
2658,5.04,38.31,6.38,2.36,3.19,2.31,1.14,0.78,1.6,2.03,0
2659,2.79,11.17,5.58,1.81,2.56,1.4,0.37,0.25,0.6,0.37,0
2660,10.39,37.39,7.27,2.86,2.6,1.54,2.15,1.24,0.83,0.78,0
2661,13.93,72.07,7.21,4.8,4.8,3.6,1.8,0.9,1.3,1.12,0
2662,0.98,14.05,4.21,1.76,2.81,1.26,0.6,0.2,2.17,1.55,0
2663,1.12,22.47,7.02,1.83,2.81,1.69,0.53,0.28,1.27,1.99,0
2664,15.62,54.05,8.41,4.68,3.6,3.62,1.92,1.07,1.44,1.54,0
2665,1.63,12.25,2.86,2.04,2.86,0.82,0.33,0.24,0.45,0.41,0
2666,20,120,9,11.5,8,5,3,1.68,1.03,3.49,0
2667,7.27,31.16,6.75,2.08,2.6,1.52,1.45,1.07,0.77,1.2,1
2668,8.18,35.8,5.11,1.2,1.79,1.99,1.17,0.9,0.59,0.7,1
2669,5.97,31.16,6.23,1.71,1.82,2.26,1.44,1.16,0.76,0.9,1
2670,14.54,51.93,8.83,5.45,3.64,2.25,3.29,1.73,1.17,1.8,0
2671,6.75,36.35,6.23,1.25,2.08,1.77,1.26,1.02,0.87,0.63,1
2672,20.39,64.09,15.15,5.83,5.83,3.69,2.45,2.04,1.91,2.28,1
2673,23.37,64.4,10.39,4.67,5.43,3.16,2.97,2.25,0.83,0.83,0
2674,24.02,42.04,7.21,3.84,3.42,2.92,1.2,1.08,1.13,1.2,0
2676,12.01,54.05,7.21,5.71,4.26,3.02,1.58,1.05,1.06,1.15,0
2677,20.77,72.71,10.39,4.67,4.41,3.12,3.46,2.25,0.92,2.02,0
2678,12.01,138.14,7.8,5.41,5.41,3.7,1.82,1,1.06,1.6,0
2679,13.97,73.33,9.64,6.98,6.98,3.72,4.54,2.44,1.29,2.74,0
2680,7.78,37.04,6.23,2.08,3.57,2.74,1.4,0.84,1.46,2.7,1
2681,10.96,85.74,8.1,7.72,6.67,3.97,1.92,1.86,1.21,2.08,1
2682,15.58,62.32,9.35,5.45,4.15,3.26,3.29,1.62,1,1.48,0
2683,20,60,10,5,6,4.84,2.8,1.94,1.3,4.31,0
2684,11.46,50.92,10.18,3.06,3.82,3.74,1.8,1.42,0.91,1.46,0
2685,5.31,17.7,5.31,1.68,1.95,1.44,1.25,0.95,0.94,0.46,0
2686,15.58,62.32,9.35,6.75,4.67,3.26,3.64,2.21,1,1.87,1
2687,8.25,75.66,6.88,2.75,2.75,1.68,2.44,1.83,1.05,1.08,1
2688,6.19,24.33,6.06,1.24,1.95,1.33,1.27,0.86,0.97,0.6,0
2689,10.39,33.76,6.23,3.12,3.12,2.44,1.04,0.52,1.36,0.93,0
2690,11.18,49.71,9.32,3.73,4.97,3.04,2.33,1.45,1.65,1.85,1
2691,18.02,90.09,9.01,5.71,6.31,3.6,1.8,1.8,1.05,1.2,0
2693,20.39,58.26,14.57,9.03,10.2,2.04,2.04,1.46,1.75,1.6,0
2694,9.53,39.83,7.57,6.1,6.19,4.13,2.29,1.65,1.19,2.7,0
2695,6.34,22.4,4.23,1.48,1.48,1.35,1.06,0.95,0.92,0.74,0
2696,16.62,62.32,8.31,6.23,4.67,3.69,2.21,1.04,0.93,2,0
2697,14.54,72.71,7.01,5.25,4.39,3.39,2.71,2.38,1.22,1.74,0
2698,25.97,46.74,8.31,5.19,6.23,2.8,2.6,2.6,1.25,1.71,0
2700,4.78,22.57,5.97,1.33,1.46,1.29,0.85,0.7,1.24,0.62,0
